AK_ID,REGION_ID,UNIT_TYPE,LOCAL_INDEX,PARENT_ID,POSITION_ID,CHOIR_ID,SECTOR12_ID,ANGLE_START_DEG,ANGLE_END_DEG,ATOMIC_STATUS,COLOR_ID,SYMBOL_ID,SOURCE_ID
AK-0418,OUTER-ANNULUS,RADIAL_BAND_6,49,POSITION-49,POSITION-49,CHOIR-07,SECTOR12-09,240,245,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0419,OUTER-ANNULUS,RADIAL_BAND_6,50,POSITION-50,POSITION-50,CHOIR-07,SECTOR12-09,245,250,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0420,OUTER-ANNULUS,RADIAL_BAND_6,51,POSITION-51,POSITION-51,CHOIR-07,SECTOR12-09,250,255,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0421,OUTER-ANNULUS,RADIAL_BAND_6,52,POSITION-52,POSITION-52,CHOIR-07,SECTOR12-09,255,260,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0422,OUTER-ANNULUS,RADIAL_BAND_6,53,POSITION-53,POSITION-53,CHOIR-07,SECTOR12-09,260,265,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0423,OUTER-ANNULUS,RADIAL_BAND_6,54,POSITION-54,POSITION-54,CHOIR-07,SECTOR12-09,265,270,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0424,OUTER-ANNULUS,RADIAL_BAND_6,55,POSITION-55,POSITION-55,CHOIR-07,SECTOR12-10,270,275,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0425,OUTER-ANNULUS,RADIAL_BAND_6,56,POSITION-56,POSITION-56,CHOIR-07,SECTOR12-10,275,280,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0426,OUTER-ANNULUS,RADIAL_BAND_6,57,POSITION-57,POSITION-57,CHOIR-08,SECTOR12-10,280,285,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0427,OUTER-ANNULUS,RADIAL_BAND_6,58,POSITION-58,POSITION-58,CHOIR-08,SECTOR12-10,285,290,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0428,OUTER-ANNULUS,RADIAL_BAND_6,59,POSITION-59,POSITION-59,CHOIR-08,SECTOR12-10,290,295,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0429,OUTER-ANNULUS,RADIAL_BAND_6,60,POSITION-60,POSITION-60,CHOIR-08,SECTOR12-10,295,300,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0430,OUTER-ANNULUS,RADIAL_BAND_6,61,POSITION-61,POSITION-61,CHOIR-08,SECTOR12-11,300,305,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0431,OUTER-ANNULUS,RADIAL_BAND_6,62,POSITION-62,POSITION-62,CHOIR-08,SECTOR12-11,305,310,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0432,OUTER-ANNULUS,RADIAL_BAND_6,63,POSITION-63,POSITION-63,CHOIR-08,SECTOR12-11,310,315,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0433,OUTER-ANNULUS,RADIAL_BAND_6,64,POSITION-64,POSITION-64,CHOIR-08,SECTOR12-11,315,320,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0434,OUTER-ANNULUS,RADIAL_BAND_6,65,POSITION-65,POSITION-65,CHOIR-09,SECTOR12-11,320,325,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0435,OUTER-ANNULUS,RADIAL_BAND_6,66,POSITION-66,POSITION-66,CHOIR-09,SECTOR12-11,325,330,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0436,OUTER-ANNULUS,RADIAL_BAND_6,67,POSITION-67,POSITION-67,CHOIR-09,SECTOR12-12,330,335,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0437,OUTER-ANNULUS,RADIAL_BAND_6,68,POSITION-68,POSITION-68,CHOIR-09,SECTOR12-12,335,340,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0438,OUTER-ANNULUS,RADIAL_BAND_6,69,POSITION-69,POSITION-69,CHOIR-09,SECTOR12-12,340,345,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0439,OUTER-ANNULUS,RADIAL_BAND_6,70,POSITION-70,POSITION-70,CHOIR-09,SECTOR12-12,345,350,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0440,OUTER-ANNULUS,RADIAL_BAND_6,71,POSITION-71,POSITION-71,CHOIR-09,SECTOR12-12,350,355,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0441,OUTER-ANNULUS,RADIAL_BAND_6,72,POSITION-72,POSITION-72,CHOIR-09,SECTOR12-12,355,360,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0442,TRANSITION-12,TRANSITION_AK,1,TRANSITION-12,,,SECTOR12-01,0,30,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0443,TRANSITION-12,TRANSITION_AK,2,TRANSITION-12,,,SECTOR12-02,30,60,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0444,TRANSITION-12,TRANSITION_AK,3,TRANSITION-12,,,SECTOR12-03,60,90,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0445,TRANSITION-12,TRANSITION_AK,4,TRANSITION-12,,,SECTOR12-04,90,120,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0446,TRANSITION-12,TRANSITION_AK,5,TRANSITION-12,,,SECTOR12-05,120,150,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0447,TRANSITION-12,TRANSITION_AK,6,TRANSITION-12,,,SECTOR12-06,150,180,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0448,TRANSITION-12,TRANSITION_AK,7,TRANSITION-12,,,SECTOR12-07,180,210,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0449,TRANSITION-12,TRANSITION_AK,8,TRANSITION-12,,,SECTOR12-08,210,240,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0450,TRANSITION-12,TRANSITION_AK,9,TRANSITION-12,,,SECTOR12-09,240,270,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0451,TRANSITION-12,TRANSITION_AK,10,TRANSITION-12,,,SECTOR12-10,270,300,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0452,TRANSITION-12,TRANSITION_AK,11,TRANSITION-12,,,SECTOR12-11,300,330,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0453,TRANSITION-12,TRANSITION_AK,12,TRANSITION-12,,,SECTOR12-12,330,360,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0454,ROSE-22,ROSE_PETAL,1,STRATUM-3,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0455,ROSE-22,ROSE_PETAL,2,STRATUM-3,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0456,ROSE-22,ROSE_PETAL,3,STRATUM-3,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0457,ROSE-22,ROSE_PETAL,1,STRATUM-7,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0458,ROSE-22,ROSE_PETAL,2,STRATUM-7,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0459,ROSE-22,ROSE_PETAL,3,STRATUM-7,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0460,ROSE-22,ROSE_PETAL,4,STRATUM-7,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0461,ROSE-22,ROSE_PETAL,5,STRATUM-7,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0462,ROSE-22,ROSE_PETAL,6,STRATUM-7,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0463,ROSE-22,ROSE_PETAL,7,STRATUM-7,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0464,ROSE-22,ROSE_PETAL,1,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0465,ROSE-22,ROSE_PETAL,2,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0466,ROSE-22,ROSE_PETAL,3,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0467,ROSE-22,ROSE_PETAL,4,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0468,ROSE-22,ROSE_PETAL,5,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0469,ROSE-22,ROSE_PETAL,6,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0470,ROSE-22,ROSE_PETAL,7,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0471,ROSE-22,ROSE_PETAL,8,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0472,ROSE-22,ROSE_PETAL,9,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0473,ROSE-22,ROSE_PETAL,10,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0474,ROSE-22,ROSE_PETAL,11,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0475,ROSE-22,ROSE_PETAL,12,STRATUM-12,,,,,,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
